Firm_ID,Year,E_Score,Revenue
MFG0141,2020,49.45,122.15
MFG0478,2022,61.89,301.64
MFG0215,2021,57.24,267.69
MFG0435,2021,72.15,205.49
MFG0379,2020,97.92,300.27
MFG0440,2021,80.36,262.8
MFG0211,2021,47.31,286.98
MFG0318,2019,55.31,195.03
MFG0032,2022,57.71,308.59
MFG0158,2022,52.69,108.46
MFG0285,2019,68.89,273.52
MFG0305,2019,74.52,289.12
MFG0429,2021,57.78,460.32
MFG0477,2023,69.55,265.11
MFG0286,2021,74.42,450.83
MFG0144,2019,79.69,404.91
MFG0424,2022,73.72,278.97
MFG0019,2021,75.63,292.69
MFG0018,2023,71.59,183.2
MFG0257,2021,60.84,232.41
MFG0078,2020,63.25,314.47
MFG0371,2021,57.45,259.33
MFG0175,2019,88.49,379.84
MFG0498,2022,55.84,357.06
MFG0194,2022,82.47,320.9
MFG0476,2019,55.95,359.8
MFG0113,2020,80.44,334.04
MFG0114,2019,82.69,298.69
MFG0222,2021,84.67,222.65
MFG0166,2019,60.54,481.17
MFG0435,2019,73.81,362.13
MFG0319,2020,65.39,332.91
MFG0132,2021,62.25,219.57
MFG0385,2023,72.48,538.97
MFG0264,2023,80.95,226.96
MFG0413,2022,65.45,302.93
MFG0055,2019,75.62,306.75
MFG0359,2022,62.01,163.73
MFG0131,2020,60.52,343.63
MFG0288,2023,68.43,333.18
MFG0266,2019,69.09,192.37
MFG0458,2020,79.35,372.66
MFG0467,2020,58.23,202.57
MFG0366,2019,95.74,267.39
MFG0162,2020,52.29,221.61
MFG0380,2019,74.51,360.31
MFG0481,2019,68.86,349.75
MFG0087,2021,64.87,186.65
MFG0055,2022,70.07,240.19
MFG0476,2020,79.39,241.66
MFG0288,2020,81.1,364.61
MFG0178,2021,69.61,228.54
MFG0391,2021,75.65,287.49
MFG0349,2021,57.37,276.53
MFG0008,2023,69.97,267.15
MFG0321,2023,76.34,472.06
MFG0313,2023,46.89,232.25
MFG0247,2019,72.89,277.21
MFG0323,2020,70.15,336.29
MFG0472,2022,85.97,257.5
MFG0471,2019,73.84,241.19
MFG0443,2020,77.28,333.93
MFG0255,2020,69.01,378.31
MFG0328,2021,78.95,430.26
MFG0054,2021,78.19,280.21
MFG0249,2019,57.63,222.97
MFG0239,2021,75.42,222.25
MFG0229,2020,85.0,440.28
MFG0067,2021,82.82,332.51
MFG0051,2023,72.3,218.07
MFG0097,2021,75.54,232.06
MFG0092,2020,82.06,188.92
MFG0495,2019,59.47,292.1
MFG0264,2022,77.22,348.23
MFG0418,2021,50.32,454.57
MFG0291,2020,81.49,408.46
MFG0096,2022,67.77,303.65
MFG0088,2022,71.05,230.79
MFG0078,2023,65.89,345.89
MFG0288,2022,71.55,123.01
MFG0120,2020,74.81,221.21
MFG0302,2020,80.3,363.52
MFG0491,2021,86.29,387.6
MFG0400,2021,72.53,430.85
MFG0452,2021,53.72,288.68
MFG0165,2022,86.36,429.63
MFG0182,2022,55.81,261.59
MFG0469,2023,67.36,253.69
MFG0398,2021,66.61,330.74
MFG0223,2019,72.13,414.25
MFG0311,2023,58.1,393.91
MFG0432,2019,57.57,403.34
MFG0466,2022,71.76,352.67
MFG0007,2023,63.22,395.91
MFG0330,2023,86.81,302.81
MFG0263,2020,65.94,331.57
MFG0161,2022,60.69,578.71
MFG0151,2022,90.39,387.87
MFG0085,2023,77.17,302.0
MFG0147,2022,101.89,380.32
MFG0112,2023,50.85,194.45
MFG0381,2020,74.29,267.85
MFG0403,2023,77.34,279.71
MFG0036,2022,72.31,228.28
MFG0285,2022,68.02,477.0
MFG0188,2023,85.7,347.41
MFG0082,2023,77.13,358.5
MFG0002,2023,53.42,289.58
MFG0385,2021,62.44,184.72
MFG0303,2022,59.2,293.7
MFG0197,2022,70.67,257.74
MFG0404,2021,82.44,198.4
MFG0011,2023,67.83,375.95
MFG0234,2020,69.22,273.38
MFG0386,2023,61.23,121.97
MFG0195,2023,80.37,300.08
MFG0471,2021,85.56,301.93
MFG0119,2022,71.64,375.4
MFG0396,2023,89.38,312.01
MFG0020,2022,66.02,238.72
MFG0261,2019,56.63,349.79
MFG0293,2022,80.85,235.12
MFG0422,2020,70.95,370.53
MFG0256,2020,65.61,415.58
MFG0222,2023,72.84,52.01
MFG0393,2022,54.57,225.07
MFG0226,2023,52.77,346.48
MFG0053,2021,73.02,309.23
MFG0428,2020,76.78,429.71
MFG0355,2023,87.33,425.09
MFG0342,2021,81.75,392.61
MFG0364,2023,78.99,131.33
MFG0280,2022,85.97,283.7
MFG0081,2022,77.39,364.05
MFG0202,2022,68.21,297.36
MFG0158,2022,82.04,287.38
MFG0120,2019,81.63,423.76
MFG0059,2021,71.91,335.83
MFG0494,2021,58.8,274.76
MFG0215,2022,52.36,181.45
MFG0128,2019,81.27,472.04
MFG0224,2022,77.27,330.25
MFG0209,2019,78.81,253.35
MFG0370,2022,81.68,393.13
MFG0115,2020,62.11,139.65
MFG0209,2020,51.36,475.21
MFG0014,2023,77.67,361.1
MFG0009,2022,85.18,519.43
MFG0040,2021,75.87,363.3
MFG0450,2023,55.65,323.87
MFG0237,2020,74.65,239.57
MFG0281,2022,59.63,256.17
MFG0359,2023,55.03,175.93
MFG0201,2022,71.92,497.74
MFG0246,2020,73.79,313.26
MFG0278,2023,70.92,387.03
MFG0235,2020,76.82,402.96
MFG0494,2019,63.3,277.59
MFG0004,2020,72.94,219.78
MFG0154,2022,66.66,228.34
MFG0442,2021,69.23,145.28
MFG0029,2020,74.95,188.12
MFG0109,2021,83.66,353.51
MFG0098,2019,75.22,402.31
MFG0215,2023,78.86,300.56
MFG0293,2023,72.11,392.36
MFG0075,2021,77.36,394.72
MFG0326,2023,83.37,268.58
MFG0146,2020,92.67,408.74
MFG0128,2021,85.32,283.74
MFG0341,2022,71.39,257.12
MFG0042,2020,84.59,308.62
MFG0356,2020,78.04,159.05
MFG0041,2020,65.32,296.33
MFG0422,2022,78.19,69.16
MFG0034,2019,59.58,367.54
MFG0017,2023,78.21,170.59
MFG0165,2021,91.27,299.35
MFG0153,2019,81.05,448.44
MFG0486,2021,85.16,307.13
MFG0378,2023,67.84,110.65
MFG0076,2022,77.29,312.93
MFG0087,2020,79.68,274.44
MFG0117,2020,68.64,393.17
MFG0362,2022,79.52,288.68
MFG0342,2019,77.0,411.53
MFG0469,2019,79.64,343.57
MFG0027,2021,60.67,387.49
MFG0313,2022,86.04,290.67
MFG0287,2019,76.96,428.35
MFG0134,2022,70.7,248.84
MFG0219,2023,70.97,116.72
MFG0168,2020,71.57,190.46
MFG0098,2020,62.88,312.07
MFG0268,2020,85.08,327.08
MFG0237,2022,82.59,315.54
MFG0309,2022,83.33,421.87
MFG0455,2021,88.65,318.9
MFG0394,2020,74.09,332.95
MFG0173,2021,53.79,398.01
MFG0401,2020,78.92,132.34
MFG0410,2021,78.51,372.29
MFG0469,2021,89.09,431.63
MFG0476,2023,83.9,371.76
MFG0190,2021,73.47,331.5
MFG0122,2022,70.41,380.28
MFG0046,2021,83.04,85.39
MFG0064,2020,42.8,287.04
MFG0130,2021,74.66,170.17
MFG0310,2019,82.4,338.33
MFG0363,2020,70.67,199.59
MFG0193,2019,67.8,384.99
MFG0307,2020,75.24,258.4
MFG0181,2022,86.84,171.29
MFG0292,2022,76.96,205.55
MFG0371,2022,64.55,168.68
MFG0282,2019,85.39,296.47
MFG0029,2023,87.53,361.66
MFG0149,2020,63.12,235.5
MFG0267,2022,102.78,154.11
MFG0296,2020,71.99,298.62
MFG0011,2019,82.43,296.43
MFG0164,2023,80.0,250.1
MFG0113,2019,64.32,221.51
MFG0187,2020,67.03,427.97
MFG0295,2023,72.74,240.75
MFG0232,2023,51.43,155.89
MFG0227,2019,81.03,291.17
MFG0310,2022,51.15,352.73
MFG0098,2020,72.16,346.08
MFG0055,2021,64.61,140.06
MFG0111,2021,78.37,421.79
MFG0152,2019,47.75,321.04
MFG0246,2020,53.72,357.08
MFG0406,2020,65.44,565.16
MFG0069,2019,77.71,375.89
MFG0312,2020,74.44,357.21
MFG0289,2022,83.55,277.41
MFG0250,2019,73.19,299.48
MFG0036,2022,71.8,179.58
MFG0239,2020,60.21,308.46
MFG0148,2019,69.54,462.61
MFG0467,2020,71.79,342.64
MFG0227,2019,49.4,523.01
MFG0244,2020,62.21,352.97
MFG0491,2022,77.1,328.01
MFG0337,2022,73.97,286.2
MFG0446,2020,69.22,497.13
MFG0365,2019,65.32,253.54
MFG0491,2021,52.83,227.3
MFG0482,2022,48.07,211.83
MFG0201,2022,68.63,526.19
MFG0154,2021,88.38,314.74
MFG0450,2020,72.41,308.41
MFG0073,2019,83.24,352.05
MFG0201,2020,59.06,274.85
MFG0296,2023,75.11,223.63
MFG0017,2022,64.26,218.82
MFG0129,2023,63.83,215.44
MFG0217,2022,80.19,99.8
MFG0061,2022,70.68,305.88
MFG0427,2023,56.76,144.13
MFG0104,2023,73.08,354.94
MFG0042,2020,64.12,383.62
MFG0025,2023,56.11,239.74
MFG0039,2020,61.05,333.66
MFG0291,2020,94.5,372.67
MFG0131,2020,85.34,450.47
MFG0498,2022,49.84,261.01
MFG0229,2022,69.93,158.75
MFG0108,2023,70.73,209.43
MFG0172,2022,69.07,133.84
MFG0435,2023,64.7,347.66
MFG0478,2022,80.22,-22.13
MFG0102,2019,82.37,199.75
MFG0354,2019,83.54,301.2
MFG0012,2023,75.63,192.2
MFG0275,2022,78.7,213.97
MFG0101,2022,68.21,382.91
MFG0044,2020,54.66,188.01
MFG0443,2021,54.37,254.27
MFG0305,2023,62.63,392.88
MFG0445,2021,69.79,262.74
MFG0017,2021,57.89,540.39
MFG0330,2023,59.57,409.54
MFG0057,2022,67.84,414.87
MFG0311,2023,81.51,161.18
MFG0497,2021,75.68,290.19
MFG0303,2022,62.5,271.58
MFG0012,2019,72.51,259.27
MFG0318,2023,57.38,246.42
MFG0080,2023,62.5,286.53
MFG0216,2022,53.77,59.8
MFG0339,2019,76.72,207.31
MFG0264,2019,68.89,468.29
MFG0479,2022,70.27,246.43
MFG0149,2020,80.87,234.62
MFG0081,2023,61.03,293.5
MFG0215,2023,77.13,303.19
MFG0485,2021,93.83,74.76
MFG0374,2022,61.2,314.1
MFG0464,2021,54.81,354.82
MFG0198,2021,58.16,358.8
MFG0200,2019,76.27,206.14
MFG0025,2023,91.21,454.12
MFG0466,2021,90.76,442.76
MFG0089,2019,81.29,433.97
MFG0268,2022,81.67,378.78
MFG0143,2021,77.11,265.21
MFG0059,2023,79.98,300.43
MFG0410,2021,75.34,442.37
MFG0489,2022,63.2,71.88
MFG0365,2021,90.85,226.91
MFG0026,2023,86.69,345.91
MFG0047,2019,63.45,277.24
MFG0288,2023,79.13,259.96
MFG0266,2019,88.07,462.61
MFG0016,2020,76.61,383.55
MFG0199,2023,69.74,396.15
MFG0401,2023,87.73,222.75
MFG0407,2022,74.81,244.5
MFG0282,2021,65.09,340.08
MFG0469,2019,59.35,343.29
MFG0086,2019,39.76,484.99
MFG0250,2022,93.7,337.11
MFG0391,2022,62.79,465.89
MFG0270,2021,82.6,365.07
MFG0335,2021,61.88,277.09
MFG0117,2023,73.84,222.26
MFG0007,2020,76.95,380.39
MFG0137,2021,58.37,263.23
MFG0371,2022,82.53,288.65
MFG0176,2021,69.82,217.49
MFG0328,2019,78.08,300.38
MFG0498,2020,88.0,359.36
MFG0315,2023,80.14,259.54
MFG0215,2019,70.96,228.74
MFG0477,2019,93.38,306.69
MFG0082,2020,71.51,346.76
MFG0223,2023,73.02,299.04
MFG0478,2022,70.2,489.29
MFG0372,2023,58.52,310.07
MFG0423,2021,57.31,351.67
MFG0483,2019,65.9,388.33
MFG0402,2021,60.85,339.65
MFG0443,2022,68.95,203.28
MFG0490,2021,81.09,217.38
MFG0103,2023,67.5,189.54
MFG0273,2021,74.42,168.03
MFG0014,2022,66.44,327.32
MFG0159,2022,100.0,424.03
MFG0152,2022,88.59,371.8
MFG0483,2023,69.28,370.45
MFG0108,2022,74.99,197.44
MFG0188,2019,57.26,349.31
MFG0301,2022,69.64,352.95
MFG0098,2021,65.4,467.56
MFG0131,2021,80.17,333.72
MFG0293,2021,61.77,473.87
MFG0171,2023,90.24,312.47
MFG0424,2021,71.28,344.8
MFG0474,2023,62.44,416.49
MFG0183,2023,72.35,325.04
MFG0471,2022,80.1,148.56
MFG0364,2019,77.72,200.72
MFG0039,2022,73.72,566.46
MFG0015,2022,81.65,310.0
MFG0376,2023,80.98,369.47
MFG0497,2023,81.04,193.47
MFG0004,2021,68.97,334.01
MFG0349,2021,68.89,433.02
MFG0470,2022,69.72,113.16
MFG0409,2020,66.57,320.89
MFG0397,2020,73.16,320.09
MFG0210,2021,71.94,332.33
MFG0161,2020,90.21,511.68
MFG0016,2021,66.45,273.77
MFG0493,2023,61.15,252.9
MFG0426,2022,79.1,282.55
MFG0108,2019,72.79,536.77
MFG0382,2022,64.45,315.86
MFG0450,2021,80.6,357.87
MFG0311,2021,68.93,70.54
MFG0227,2022,88.77,311.25
MFG0170,2021,61.55,282.72
MFG0034,2020,65.61,309.26
MFG0414,2020,73.4,267.81
MFG0251,2021,86.94,170.7
MFG0247,2021,64.15,272.74
MFG0269,2020,76.14,450.9
MFG0141,2021,59.2,312.38
MFG0274,2021,82.08,120.34
MFG0416,2022,64.83,182.56
MFG0096,2019,78.81,328.09
MFG0227,2020,79.37,193.83
MFG0379,2022,52.02,323.38
MFG0039,2019,74.3,425.01
MFG0302,2021,66.44,347.24
MFG0029,2021,77.48,201.87
MFG0446,2022,62.39,317.08
MFG0497,2021,65.6,374.21
MFG0477,2023,85.18,227.36
MFG0318,2022,84.33,192.02
MFG0245,2019,61.06,291.06
MFG0236,2022,91.76,455.03
MFG0185,2020,43.6,201.51
MFG0272,2022,74.36,256.32
MFG0440,2021,57.87,180.92
MFG0236,2021,76.09,224.67
MFG0239,2023,69.12,286.94
MFG0377,2023,60.81,285.23
MFG0266,2023,63.89,24.72
MFG0414,2019,63.35,276.91
MFG0409,2023,72.84,476.48
MFG0359,2019,82.72,314.24
MFG0340,2023,93.55,275.53
MFG0389,2019,70.12,243.16
MFG0065,2022,75.29,207.62
MFG0478,2022,85.05,310.69
MFG0177,2021,67.06,345.16
MFG0003,2019,63.39,473.88
MFG0429,2020,93.43,225.84
MFG0142,2021,70.02,429.67
MFG0376,2022,74.39,425.82
MFG0158,2019,54.36,259.54
MFG0498,2023,66.24,226.95
MFG0324,2020,92.76,156.47
MFG0146,2022,77.09,303.27
MFG0446,2021,71.68,271.25
MFG0293,2019,87.33,407.16
MFG0153,2020,53.9,335.3
MFG0432,2019,67.44,101.8
MFG0193,2023,97.02,293.57
MFG0437,2021,71.45,330.66
MFG0494,2019,71.37,276.95
MFG0463,2022,84.97,389.07
MFG0073,2021,85.74,243.56
MFG0399,2022,57.68,403.74
MFG0305,2019,76.71,244.54
MFG0377,2021,91.31,266.98
MFG0344,2022,64.93,494.82
MFG0452,2023,67.9,168.2
MFG0140,2023,72.32,309.38
MFG0187,2019,79.64,334.81
MFG0293,2021,56.3,238.37
MFG0061,2020,37.76,346.9
MFG0485,2021,74.37,373.64
MFG0427,2023,84.82,327.94
MFG0380,2022,68.57,319.52
MFG0198,2020,65.29,352.32
MFG0295,2019,70.16,224.75
MFG0440,2020,89.57,236.9
MFG0319,2019,64.69,346.26
MFG0302,2020,78.27,263.11
MFG0344,2019,59.31,294.96
MFG0011,2019,59.84,47.63
MFG0062,2020,81.3,367.11
MFG0333,2020,89.98,432.53
MFG0226,2019,81.78,361.21
MFG0153,2023,49.41,376.57
MFG0199,2020,67.38,392.55
MFG0052,2021,74.63,281.53
MFG0260,2022,72.66,210.95
MFG0059,2019,50.88,352.08
MFG0072,2019,57.73,406.63
MFG0148,2022,63.18,191.62
MFG0349,2023,71.26,371.85
MFG0063,2022,50.73,328.82
MFG0310,2020,78.6,288.94
MFG0373,2022,70.98,273.64
MFG0243,2019,60.52,327.29
MFG0493,2022,74.13,235.72
MFG0366,2021,56.16,602.62
MFG0330,2020,71.43,167.16
MFG0107,2022,52.19,45.31
MFG0226,2019,53.8,329.16
MFG0313,2020,67.01,308.92
MFG0218,2019,64.12,353.38
MFG0425,2023,76.23,14.37
MFG0241,2021,71.79,116.65
MFG0259,2023,95.1,255.48
MFG0376,2021,69.08,387.86
MFG0262,2022,35.71,118.34
MFG0005,2020,49.62,344.86
MFG0261,2022,58.84,275.42
MFG0054,2021,109.23,315.88
MFG0047,2021,71.6,297.36
MFG0215,2021,84.19,298.21
MFG0177,2019,83.08,297.77
MFG0009,2020,58.06,410.44
MFG0099,2022,52.28,303.48
MFG0020,2022,79.07,401.75
MFG0378,2023,47.58,255.97
MFG0241,2021,82.75,411.79
MFG0061,2021,70.71,276.39
MFG0379,2021,78.78,277.57
MFG0490,2022,75.34,122.36
MFG0419,2023,75.93,209.72
MFG0178,2019,73.15,229.86
MFG0338,2020,75.1,119.1
MFG0062,2019,72.51,213.7
MFG0145,2022,56.86,368.69
MFG0216,2021,67.67,379.65
MFG0003,2020,95.87,131.48
MFG0160,2022,75.46,466.25
MFG0227,2022,84.57,383.91
MFG0486,2022,61.19,508.03
MFG0269,2020,60.99,410.65
MFG0120,2020,58.76,489.2
MFG0381,2023,57.35,341.87
MFG0495,2023,54.15,222.36
MFG0089,2019,74.57,326.13
MFG0329,2020,68.09,76.19
MFG0068,2020,81.63,283.91
MFG0398,2020,68.59,295.48
MFG0357,2023,45.56,396.55
MFG0098,2022,76.88,320.71
MFG0267,2021,49.67,255.87
MFG0105,2023,74.36,160.23
MFG0440,2020,63.52,224.75
MFG0323,2023,74.56,277.6
MFG0123,2019,56.12,229.64
MFG0476,2020,80.56,37.78
MFG0029,2019,72.41,298.83
MFG0137,2020,68.21,253.39
MFG0195,2023,53.36,251.52
MFG0409,2022,91.92,316.41
MFG0226,2021,62.03,254.41
MFG0332,2019,74.89,407.74
MFG0170,2023,61.56,226.26
MFG0009,2022,113.55,217.77
MFG0463,2023,73.64,224.19
MFG0040,2019,65.24,317.7
MFG0025,2021,78.66,316.18
MFG0261,2023,80.25,244.02
MFG0395,2020,76.34,298.69
MFG0443,2022,68.44,338.06
MFG0226,2023,76.85,359.93
MFG0472,2022,70.29,288.38
MFG0124,2020,71.72,221.15
MFG0463,2021,63.36,221.29
MFG0038,2021,55.9,326.29
MFG0328,2020,78.2,372.49
MFG0251,2022,78.67,315.07
MFG0389,2023,86.26,261.34
MFG0176,2020,72.53,243.02
MFG0090,2019,69.63,380.66
MFG0402,2022,56.49,177.25
MFG0454,2021,71.57,252.45
MFG0037,2020,75.96,444.0
MFG0316,2021,51.98,416.94
MFG0176,2022,83.76,320.02
MFG0461,2021,64.17,251.4
MFG0284,2020,69.84,274.67
MFG0453,2022,78.58,308.63
MFG0461,2019,71.92,510.77
MFG0081,2020,87.44,402.43
MFG0114,2023,78.92,389.2
MFG0040,2020,70.37,284.48
MFG0301,2022,37.68,250.37
MFG0224,2020,82.96,280.32
MFG0318,2019,59.02,399.56
MFG0349,2019,81.37,462.6
MFG0115,2023,77.39,214.68
MFG0186,2021,69.81,70.32
MFG0323,2022,82.49,274.93
MFG0056,2022,77.73,406.1
MFG0040,2021,75.61,242.94
MFG0354,2019,53.12,345.27
MFG0040,2019,72.44,187.52
MFG0347,2020,58.33,270.59
MFG0461,2023,59.94,221.13
MFG0237,2023,68.03,284.72
MFG0289,2023,88.1,320.3
MFG0262,2020,76.02,369.09
MFG0216,2023,76.74,258.06
MFG0147,2021,80.47,186.35
MFG0336,2020,62.38,147.94
MFG0168,2021,54.66,408.25
MFG0092,2020,52.71,218.5
MFG0353,2023,74.54,351.56
MFG0059,2021,82.85,140.83
MFG0059,2021,82.04,456.99
MFG0304,2021,62.86,578.37
MFG0169,2020,86.91,332.94
MFG0269,2022,94.47,271.06
MFG0363,2023,78.68,443.88
MFG0045,2021,88.36,250.39
MFG0345,2022,81.6,305.04
MFG0181,2023,69.47,23.38
MFG0170,2023,64.69,292.29
MFG0356,2021,54.26,415.66
MFG0191,2021,67.11,253.97
MFG0155,2020,69.39,255.59
MFG0422,2022,69.64,256.36
MFG0188,2022,70.76,496.28
MFG0007,2021,46.77,322.74
MFG0133,2023,80.57,303.89
MFG0235,2021,81.85,259.52
MFG0045,2023,76.08,402.82
MFG0314,2023,59.14,219.43
MFG0249,2021,76.04,425.78
MFG0499,2019,72.25,288.28
MFG0031,2022,77.22,417.14
MFG0023,2023,89.06,263.1
MFG0426,2023,70.04,381.83
MFG0394,2019,74.0,353.97
MFG0160,2020,62.49,294.03
MFG0363,2019,82.14,436.88
MFG0437,2019,79.73,429.59
MFG0158,2023,74.38,235.53
MFG0039,2022,60.42,228.31
MFG0415,2019,64.48,275.82
MFG0082,2020,51.86,270.22
MFG0356,2021,64.35,403.94
MFG0258,2019,79.8,335.86
MFG0206,2019,76.35,210.05
MFG0077,2020,73.76,214.7
MFG0477,2022,88.33,311.28
MFG0012,2019,75.35,386.62
MFG0295,2019,65.65,456.49
MFG0450,2022,64.3,317.17
MFG0224,2020,69.45,287.57
MFG0013,2019,67.05,277.62
MFG0046,2022,82.48,227.13
MFG0155,2019,76.64,292.22
MFG0113,2021,68.48,251.31
MFG0233,2023,68.9,259.13
MFG0017,2021,79.74,359.47
MFG0360,2019,83.12,156.03
MFG0223,2020,51.72,108.36
MFG0354,2023,70.12,204.87
MFG0188,2021,73.01,379.16
MFG0448,2022,78.03,335.01
MFG0344,2020,73.24,394.07
MFG0365,2021,76.48,134.98
MFG0163,2022,69.39,351.23
MFG0496,2019,63.14,156.2
MFG0326,2022,80.63,191.87
MFG0467,2021,80.97,170.29
MFG0414,2021,79.17,187.05
MFG0455,2019,81.13,564.21
MFG0074,2022,61.31,353.08
MFG0233,2022,66.42,115.19
MFG0224,2019,84.32,142.8
MFG0482,2022,75.92,308.07
MFG0319,2019,72.62,316.82
MFG0412,2020,69.23,236.4
MFG0060,2021,85.95,468.91
MFG0335,2020,52.53,211.0
MFG0222,2023,75.23,392.92
MFG0037,2023,71.27,381.29
MFG0477,2023,58.22,540.32
MFG0278,2019,89.78,544.6
MFG0196,2022,42.4,369.4
MFG0404,2020,73.33,303.61
MFG0352,2020,77.81,335.73
MFG0484,2020,61.27,361.46
MFG0242,2020,75.05,114.0
MFG0324,2023,69.53,150.18
MFG0219,2020,82.87,397.48
MFG0192,2022,110.65,436.66
MFG0017,2023,75.72,448.73
MFG0012,2020,78.64,278.71
MFG0406,2019,61.27,332.74
MFG0401,2021,74.36,254.17
MFG0394,2021,67.9,483.92
MFG0374,2021,80.57,261.16
MFG0193,2023,56.31,221.79
MFG0022,2020,60.19,284.03
MFG0474,2023,84.98,260.87
MFG0120,2022,74.31,292.82
MFG0210,2019,86.56,390.22
MFG0306,2019,76.0,312.71
MFG0270,2021,77.61,240.82
MFG0192,2021,68.6,234.65
MFG0175,2021,69.87,246.39
MFG0285,2020,82.61,105.54
MFG0204,2022,70.42,390.4
MFG0164,2022,85.02,361.71
MFG0251,2022,70.79,455.8
MFG0227,2022,59.02,338.07
MFG0436,2021,58.02,149.35
MFG0381,2019,70.11,315.19
MFG0460,2021,82.07,318.44
MFG0007,2022,64.68,374.18
MFG0029,2021,80.05,479.79
MFG0395,2022,73.11,176.5
MFG0033,2023,78.67,356.69
MFG0134,2019,68.81,283.17
MFG0367,2023,74.01,556.86
MFG0079,2020,82.33,388.2
MFG0416,2021,71.81,273.71
MFG0435,2020,66.23,435.93
MFG0459,2021,52.0,275.43
MFG0058,2023,77.96,368.03
MFG0471,2022,63.51,261.39
MFG0026,2022,66.27,307.46
MFG0482,2021,60.22,427.35
MFG0430,2022,69.47,263.32
MFG0226,2023,95.07,-3.54
MFG0285,2022,75.87,224.4
MFG0004,2023,64.91,448.31
MFG0465,2020,66.98,458.52
MFG0099,2023,56.17,228.38
MFG0397,2019,59.56,140.63
MFG0489,2019,57.82,253.25
MFG0039,2019,74.97,396.61
MFG0271,2021,76.91,278.08
MFG0375,2021,72.85,101.02
MFG0285,2021,76.07,356.73
MFG0157,2023,63.57,403.22
MFG0075,2021,59.37,458.29
MFG0372,2020,59.3,93.84
MFG0288,2019,58.81,414.49
MFG0130,2023,75.95,318.63
MFG0175,2019,94.15,233.98
MFG0462,2021,60.48,135.23
MFG0084,2023,68.24,114.47
MFG0022,2022,74.23,223.18
MFG0459,2020,68.93,218.48
MFG0027,2021,75.66,289.37
MFG0195,2021,65.67,448.07
MFG0337,2020,64.52,292.97
MFG0382,2020,69.99,145.79
MFG0236,2022,75.59,198.16
MFG0440,2021,86.11,333.51
MFG0092,2021,76.14,224.75
MFG0477,2019,69.23,288.36
MFG0021,2023,81.14,415.34
MFG0303,2023,83.0,364.97
MFG0464,2019,68.66,245.12
MFG0357,2023,70.39,201.84
MFG0443,2020,67.3,496.93
MFG0084,2023,81.03,229.96
MFG0262,2023,72.82,539.13
MFG0147,2019,56.54,461.93
MFG0441,2022,76.47,291.03
MFG0453,2023,88.39,178.02
MFG0387,2023,89.25,303.85
MFG0257,2022,66.73,431.71
MFG0058,2019,64.34,262.0
MFG0380,2022,92.88,168.26
MFG0422,2019,89.23,244.1
MFG0015,2020,77.14,339.02
MFG0162,2019,53.17,347.12
MFG0445,2020,65.33,308.15
MFG0163,2020,59.97,253.38
MFG0320,2019,91.94,287.77
MFG0497,2021,55.22,253.98
MFG0281,2019,91.84,313.53
MFG0280,2023,70.84,326.27
MFG0012,2023,58.83,275.62
MFG0274,2021,82.85,215.76
MFG0271,2020,78.92,425.1
MFG0492,2021,58.07,329.8
MFG0208,2023,71.72,371.65
MFG0027,2021,87.13,225.79
MFG0072,2019,67.49,291.02
MFG0060,2021,90.48,223.7
MFG0430,2020,63.81,441.44
MFG0473,2019,54.16,191.74
MFG0145,2022,72.5,199.19
MFG0093,2023,55.93,306.79
MFG0309,2023,73.37,183.29
MFG0008,2021,72.06,441.25
MFG0079,2019,63.65,159.01
MFG0027,2022,92.67,276.23
MFG0174,2019,71.96,258.29
MFG0050,2023,81.51,330.07
MFG0199,2019,82.22,219.77
MFG0387,2022,91.37,325.76
MFG0349,2021,58.7,213.9
MFG0448,2020,52.67,199.07
MFG0428,2019,90.96,277.4
MFG0181,2020,78.39,289.55
MFG0024,2023,73.39,271.93
MFG0316,2021,70.53,261.23
MFG0378,2021,68.58,436.45
MFG0387,2019,81.47,330.17
MFG0404,2021,56.12,324.42
MFG0046,2019,77.25,407.39
MFG0015,2019,83.34,163.98
MFG0153,2020,80.18,507.87
MFG0222,2021,71.21,132.09
MFG0206,2019,71.97,423.14
MFG0455,2020,86.14,132.03
MFG0273,2022,78.4,293.55
MFG0382,2020,91.31,238.18
MFG0236,2020,52.83,452.73
MFG0340,2019,81.97,377.1
MFG0228,2023,63.08,271.28
MFG0009,2023,71.2,353.16
MFG0166,2023,87.14,328.18
MFG0432,2020,60.97,370.17
MFG0444,2019,95.27,280.33
MFG0319,2021,84.16,230.58
MFG0214,2020,78.37,82.87
MFG0117,2020,61.75,265.55
MFG0386,2019,70.02,313.44
MFG0344,2022,68.06,199.93
MFG0072,2020,58.44,292.44
MFG0395,2022,84.03,411.41
MFG0064,2022,67.55,308.92
MFG0205,2023,70.07,226.14
MFG0209,2019,70.62,392.32
MFG0072,2022,69.64,321.92
MFG0277,2019,77.84,319.05
MFG0274,2023,65.15,257.12
MFG0478,2019,83.2,173.99
MFG0320,2020,65.44,324.33
MFG0338,2022,71.69,336.76
MFG0366,2019,57.63,228.3
MFG0495,2021,83.79,315.59
MFG0095,2019,86.58,393.48
MFG0166,2022,79.87,198.37
MFG0032,2023,73.87,342.22
MFG0011,2023,71.6,290.0
MFG0301,2022,54.82,395.99
MFG0217,2020,57.1,407.72
MFG0289,2020,80.26,306.16
MFG0102,2023,70.01,299.74
